#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
CP002740.1	3	20130425	698936	Sinorhizobium meliloti BL225C
CP003933.1	4	20140515	1235461	Sinorhizobium meliloti GR4
HE995405.1	3	20150227	1230587	Sinorhizobium meliloti Rm41
CP001830.1	6	20140515	707241	Sinorhizobium meliloti SM11
CP001684.1	5	20140515	471855	Slackia heliotrinireducens DSM 20476
CP011280.1	1	20150419	1069640	Sneathia sp. Sn35
CP007446.1	4	20141002	1196094	Snodgrassella alvi wkB2
AP008232.1	7	20081214	343509	Sodalis glossinidius str. 'morsitans'
CP006569.1	9	20150424	1239307	Sodalis praecaptivus strain HS1
AP012157.1	3	20120615	1002809	Solibacillus silvestris StLB046
CP003349.1	3	20150109	929556	Solitalea canadensis DSM 3403
CP003969.1	4	20140515	1254432	Sorangium cellulosum So0157-2
AM746676.1	7	20150227	448385	Sorangium cellulosum So ce56
CP001823.1	8	20150109	479434	Sphaerobacter thermophilus DSM 20745 chromosome 1
CP001824.1	7	20150109	479434	Sphaerobacter thermophilus DSM 20745 chromosome 2
CP002659.1	5	20150109	760011	Sphaerochaeta coccoides DSM 17374
CP002541.1	3	20130508	158189	Sphaerochaeta globosa str. Buddy
CP003155.1	3	20130723	158190	Sphaerochaeta pleomorpha str. Grapes
CP002584.1	4	20111123	743722	Sphingobacterium sp. 21
CP009278.1	2	20150227	1538644	Sphingobacterium sp. ML3W
CP002798.1	4	20140610	690566	Sphingobium chlorophenolicum L-1 chromosome 1
CP002799.1	3	20140516	690566	Sphingobium chlorophenolicum L-1 chromosome 2
AP010803.1	4	20140704	452662	Sphingobium japonicum UT26S chromosome 1
AP010804.1	5	20140704	452662	Sphingobium japonicum UT26S chromosome 2
AP012222.1	2	20120202	627192	Sphingobium sp. SYK-6
CP010954.1	1	20150307	484429	Sphingobium sp. YBL2
CP006644.1	4	20150109	1123269	Sphingomonas sanxanigenens DSM 19645 = NX02
CP004036.1	5	20140515	745310	Sphingomonas sp. MM-1
CP009571.1	1	20141009	1549858	Sphingomonas taxi strain ATCC 55669
CP000699.1	6	20140515	392499	Sphingomonas wittichii RW1
CP000356.1	8	20140515	317655	Sphingopyxis alaskensis RB2256
CP009122.1	1	20141219	1515612	Sphingopyxis sp. Kp5.2
CP005990.1	5	20140516	1335757	Spiribacter sp. UAH-SP71
CP003282.1	3	20150109	889378	Spirochaeta africana DSM 8902
CP002116.1	5	20140501	573413	Spirochaeta smaragdinae DSM 11293
CP001698.1	6	20150109	665571	Spirochaeta thermophila DSM 6192
CP002903.1	5	20150109	869211	Spirochaeta thermophila DSM 6578
CP006682.1	4	20140501	1276258	Spiroplasma apis B31
CP005077.1	2	20140202	1276227	Spiroplasma chrysopicola DF-1
CP006681.1	3	20141002	1276246	Spiroplasma culicicola AES-1
CP005076.1	3	20140620	1276221	Spiroplasma diminutum CUAS-1
CP002082.1	2	20140217	838561	Spiroplasma mirum ATCC 29335
CP006720.1	4	20141002	838561	Spiroplasma mirum ATCC 29335 strain SMCA
CP006934.1	3	20141002	1276257	Spiroplasma sabaudiense Ar-1343
CP005078.1	4	20140515	1276229	Spiroplasma syrphidicola EA-1
CP005074.1	6	20140515	1276220	Spiroplasma taiwanense CT-1
CP001769.1	5	20140102	504472	Spirosoma linguale DSM 74
CP010429.1	1	20150422	1379870	Spirosoma radiotolerans strain DG5A
CP001778.1	8	20150109	446470	Stackebrandtia nassauensis DSM 44728
CP003653.1	2	20130723	111780	Stanieria cyanosphaera PCC 7437
CP007539.1	2	20140501	1280	Staphylococcus aureus strain NRS 100
CP007447.1	2	20140801	1280	Staphylococcus aureus strain XN108
CP007499.1	3	20150123	1280	Staphylococcus aureus strain 2395 USA500
CP007454.1	5	20140515	1280	Staphylococcus aureus strain 502A
CP007690.1	1	20140707	1280	Staphylococcus aureus strain UA-S391_USA300
CP010299.1	2	20150327	1280	Staphylococcus aureus strain 25b_MRSA
CP010298.1	2	20150327	1280	Staphylococcus aureus strain 26b_MRSA
CP010300.1	2	20150327	1280	Staphylococcus aureus strain 27b_MRSA
CP010295.1	2	20150327	1280	Staphylococcus aureus strain 29b_MRSA
CP010296.1	2	20150327	1280	Staphylococcus aureus strain 31b_MRSA
CP010297.1	2	20150327	1280	Staphylococcus aureus strain 33b
CP011147.1	1	20150407	1280	Staphylococcus aureus strain FCFHV36
LN626917.1	2	20141217	1280	Staphylococcus aureus Sa_ILRI_217
CP001844.2	8	20140515	703339	Staphylococcus aureus 04-02981
CP003808.1	6	20140515	1229492	Staphylococcus aureus 08BA02176
CP005288.1	4	20140515	1321369	Staphylococcus aureus Bmb9393
CP006044.1	3	20140203	1323661	Staphylococcus aureus CA-347
HF937103.1	3	20150227	1305598	Staphylococcus aureus M1
AJ938182.1	5	20150227	273036	Staphylococcus aureus RF122
AP014652.1	1	20150402	46170	Staphylococcus aureus subsp. aureus DNA strain: TMUS2126
AP014653.1	1	20150402	46170	Staphylococcus aureus subsp. aureus DNA strain: TMUS2134
CP007659.1	2	20140709	46170	Staphylococcus aureus subsp. aureus strain H-EMRSA-15
CP009361.1	1	20140922	46170	Staphylococcus aureus subsp. aureus strain ATCC 25923
CP009554.1	1	20150114	46170	Staphylococcus aureus subsp. aureus strain FORC_001
CP009681.1	1	20141029	46170	Staphylococcus aureus subsp. aureus strain Gv69
CP002388.1	2	20131216	585143	Staphylococcus aureus subsp. aureus 55/2053
CP006706.1	4	20140516	1392476	Staphylococcus aureus subsp. aureus 6850
CP003194.1	6	20140515	1123523	Staphylococcus aureus subsp. aureus 11819-97
CP003045.1	4	20140515	1155084	Staphylococcus aureus subsp. aureus 71193
CP003979.1	4	20140515	1193576	Staphylococcus aureus subsp. aureus CN1
CP000046.1	14	20140515	93062	Staphylococcus aureus subsp. aureus COL
FR714927.1	3	20150227	889933	Staphylococcus aureus subsp. aureus ECT-R 2
CP001781.1	4	20140516	681288	Staphylococcus aureus subsp. aureus ED98
CP001996.1	5	20140516	685039	Staphylococcus aureus subsp. aureus ED133
HE681097.1	3	20150227	1074252	Staphylococcus aureus subsp. aureus HO 5096 0412
CP000736.1	5	20140515	359787	Staphylococcus aureus subsp. aureus JH1
CP000703.1	6	20140501	359786	Staphylococcus aureus subsp. aureus JH9
CP002114.2	7	20140516	869816	Staphylococcus aureus subsp. aureus JKD6159
FR821779.1	4	20150227	985006	Staphylococcus aureus subsp. aureus LGA251
CP003166.1	5	20140515	1118959	Staphylococcus aureus subsp. aureus M013
BX571856.1	8	20150206	282458	Staphylococcus aureus subsp. aureus MRSA252
FR821777.2	3	20150227	985002	Staphylococcus aureus subsp. aureus MSHR1132
BX571857.1	7	20150206	282459	Staphylococcus aureus subsp. aureus MSSA476
AP009324.1	5	20120813	418127	Staphylococcus aureus subsp. aureus Mu3
BA000017.4	9	20090113	158878	Staphylococcus aureus subsp. aureus Mu50
BA000033.2	10	20120822	196620	Staphylococcus aureus subsp. aureus MW2
BA000018.3	9	20120822	158879	Staphylococcus aureus subsp. aureus N315
CP000253.1	5	20100308	93061	Staphylococcus aureus subsp. aureus NCTC 8325
CP003604.1	4	20140515	1194085	Staphylococcus aureus subsp. aureus SA40
CP006630.1	2	20140822	1368166	Staphylococcus aureus subsp. aureus SA268
CP003603.1	2	20131216	1201010	Staphylococcus aureus subsp. aureus SA957
HE579059.1	4	20150307	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 10388
HE579061.1	4	20150307	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 10497
HE579063.1	4	20150307	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 15532
HE579065.1	4	20150227	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 16035
HE579067.1	4	20150227	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 16125
HE579069.1	4	20150307	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 18341
HE579071.1	4	20150307	1074919	Staphylococcus aureus subsp. aureus ST228  isolate 18412
HE579073.1	4	20150227	1074919	Staphylococcus aureus subsp. aureus ST228 isolate 18583
AM990992.1	6	20150227	523796	Staphylococcus aureus subsp. aureus ST398
CP010526.1	1	20150122	1343064	Staphylococcus aureus subsp. aureus ST772-MRSA-V strain DAR4145
CP002120.1	6	20140515	546342	Staphylococcus aureus subsp. aureus str. JKD6008
AP009351.1	7	20130417	426430	Staphylococcus aureus subsp. aureus str. Newman
CP002643.1	7	20140515	1006543	Staphylococcus aureus subsp. aureus T0131
CP002110.1	5	20130901	548473	Staphylococcus aureus subsp. aureus TCH60
FN433596.1	4	20150227	663951	Staphylococcus aureus subsp. aureus TW20
CP000255.1	9	20150211	451515	Staphylococcus aureus subsp. aureus USA300_FPR3757
CP000730.1	9	20140515	451516	Staphylococcus aureus subsp. aureus USA300_TCH1516
CP003033.1	5	20140515	1028799	Staphylococcus aureus subsp. aureus VC40
CP006838.1	3	20140102	1406863	Staphylococcus aureus subsp. aureus Z172
CP007176.1	5	20141029	1458279	Staphylococcus aureus USA300-ISMMS1
AM295250.1	6	20150227	396513	Staphylococcus carnosus subsp. carnosus TM300
CP009046.1	1	20140930	1282	Staphylococcus epidermidis strain SEI
AE015929.1	6	20140515	176280	Staphylococcus epidermidis ATCC 12228
HG813242.1	2	20150227	1449752	Staphylococcus epidermidis PM221
CP000029.1	16	20140515	176279	Staphylococcus epidermidis RP62A
CP011116.1	1	20150417	1283	Staphylococcus haemolyticus strain Sh29/312/L2
AP006716.1	8	20120809	279808	Staphylococcus haemolyticus JCSC1435
CP008747.1	2	20150225	1284	Staphylococcus hyicus strain ATCC 11249
CP001837.1	6	20140515	698737	Staphylococcus lugdunensis HKU09-01
CP004014.1	2	20140203	1276282	Staphylococcus pasteuri SP1
CP002478.1	6	20140516	984892	Staphylococcus pseudintermedius ED99
CP002439.1	7	20140515	937773	Staphylococcus pseudintermedius HKU10-03
AP008934.1	9	20090827	342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305
CP003668.1	5	20140515	1194526	Staphylococcus warneri SG1
CP007208.1	2	20140801	1288	Staphylococcus xylosus strain HKUOPL8
CP008724.1	1	20140620	1288	Staphylococcus xylosus strain SMQ-121
CP002026.1	6	20140515	639283	Starkeya novella DSM 506
HE798556.1	3	20150227	1163399	Stenotrophomonas maltophilia D457
CP002986.1	4	20130723	868597	Stenotrophomonas maltophilia JV3
AM743169.1	9	20150206	522373	Stenotrophomonas maltophilia K279a strain K279a
CP001111.1	6	20131212	391008	Stenotrophomonas maltophilia R551-3
CP002271.1	7	20140515	378806	Stigmatella aurantiaca DW4/3-1
CP001779.1	5	20150109	519441	Streptobacillus moniliformis DSM 12112
FO393392.1	2	20150307	1311	Streptococcus agalactiae 2-22
HG939456.1	2	20150227	1311	Streptococcus agalactiae, strain COH1
CP007565.1	3	20140522	1311	Streptococcus agalactiae strain 138spar
CP007570.1	1	20140822	1311	Streptococcus agalactiae strain GBS1-NY
CP007571.1	1	20140822	1311	Streptococcus agalactiae strain GBS2-NM
CP007572.1	1	20140822	1311	Streptococcus agalactiae strain GBS6
CP007631.2	2	20140815	1311	Streptococcus agalactiae strain NGBS061
CP007632.1	1	20140718	1311	Streptococcus agalactiae strain NGBS572
CP007482.1	4	20140501	1417990	Streptococcus agalactiae 138P
AE009948.1	8	20140515	208435	Streptococcus agalactiae 2603V/R
CP000114.1	8	20140515	205921	Streptococcus agalactiae A909
CP003810.1	5	20140515	1203670	Streptococcus agalactiae GD201008-001
AL732656.1	5	20150227	211110	Streptococcus agalactiae NEM316
CP003919.1	3	20140203	1231389	Streptococcus agalactiae SA20-06
CP007573.1	1	20140822	1328	Streptococcus anginosus strain SA1
CP003861.1	5	20140515	862971	Streptococcus anginosus C238
CP003860.1	5	20140515	862970	Streptococcus anginosus C1051
AP013072.1	1	20130704	1353243	Streptococcus anginosus subsp. whileyi MAS624
CP003800.1	5	20140515	696216	Streptococcus constellatus subsp. pharyngis C232
CP003840.1	5	20140515	862968	Streptococcus constellatus subsp. pharyngis C818
CP003859.1	5	20140515	862969	Streptococcus constellatus subsp. pharyngis C1050
AP012976.1	2	20140110	1247189	Streptococcus dysgalactiae subsp. equisimilis 167
HE858529.1	2	20150227	759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713
CP002215.1	2	20110331	663954	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
AP010935.1	4	20120822	486410	Streptococcus dysgalactiae subsp. equisimilis GGS_124
AP011114.1	1	20130313	617121	Streptococcus dysgalactiae subsp. equisimilis RE378
FM204883.1	3	20150227	553482	Streptococcus equi subsp. equi 4047
FM204884.1	3	20150227	40041	Streptococcus equi subsp. zooepidemicus H70
CP002904.1	5	20140515	1051072	Streptococcus equi subsp. zooepidemicus ATCC 35246
CP006770.1	2	20140821	1403449	Streptococcus equi subsp. zooepidemicus CY
CP001129.1	5	20140515	552526	Streptococcus equi subsp. zooepidemicus MGCS10565
AP012053.1	1	20110531	981539	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
FR824043.1	3	20150227	990317	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 complete chromosome sequence, strain ATCC BAA-2069
FN597254.1	4	20150227	637909	Streptococcus gallolyticus UCN34
CP000725.1	8	20140515	467705	Streptococcus gordonii str. Challis substr. CH1
CP003295.1	6	20140515	1069533	Streptococcus infantarius subsp. infantarius CJ18
CP007586.1	4	20140615	1346	Streptococcus iniae strain ISET0901
CP007587.1	4	20140620	1346	Streptococcus iniae strain ISNO
CP010783.1	1	20150213	1346	Streptococcus iniae strain YSFST01-82
CP003857.1	5	20140515	862967	Streptococcus intermedius B196
CP003858.1	5	20140515	862966	Streptococcus intermedius C270
AP010969.1	1	20120617	591365	Streptococcus intermedius JTH08
CP003025.1	4	20140515	1076934	Streptococcus lutetiensis 033
HE613569.1	4	20150227	1116231	Streptococcus macedonicus ACA-DC 198 main chromosome
FN568063.1	4	20150227	365659	Streptococcus mitis B6
CP003686.1	4	20140515	1198676	Streptococcus mutans GS-5
AP012336.1	1	20130924	1155071	Streptococcus mutans LJ23
AP010655.1	1	20090802	511691	Streptococcus mutans NN2025
AE014133.2	9	20140515	210007	Streptococcus mutans UA159
CP007016.1	1	20150113	1437447	Streptococcus mutans UA159-FR
CP004409.1	5	20140515	1302863	Streptococcus oligofermentans AS 1.3089
FR720602.1	3	20150227	927666	Streptococcus oralis Uo5
CP003122.1	2	20140131	1114965	Streptococcus parasanguinis FW213
CP002471.1	5	20140515	936154	Streptococcus parauberis KCTC 11537
AP012054.1	1	20110531	981540	Streptococcus pasteurianus ATCC 43144
CP007593.1	1	20150113	1313	Streptococcus pneumoniae strain NT_110_58
CP002176.1	6	20140515	189423	Streptococcus pneumoniae 670-6B
CP000918.1	5	20140515	488221	Streptococcus pneumoniae 70585
CP002121.1	9	20140515	574093	Streptococcus pneumoniae AP200
FM211187.1	9	20150206	561276	Streptococcus pneumoniae ATCC 700669
CP001033.1	8	20140515	516950	Streptococcus pneumoniae CGSP14
CP000410.1	8	20140515	373153	Streptococcus pneumoniae D39
CP001015.1	8	20140515	512566	Streptococcus pneumoniae G54
CP001845.1	2	20130804	697283	Streptococcus pneumoniae gamPNI0373
CP000936.1	7	20140515	487214	Streptococcus pneumoniae Hungary19A-6
FQ312030.1	3	20150227	869269	Streptococcus pneumoniae INV104
FQ312029.1	3	20150227	869216	Streptococcus pneumoniae INV200
CP000919.1	6	20140515	488222	Streptococcus pneumoniae JJA
FQ312027.1	5	20150227	869215	Streptococcus pneumoniae OXC141
CP000920.1	6	20140515	488223	Streptococcus pneumoniae P1031
AE007317.1	8	20140515	171101	Streptococcus pneumoniae R6
FQ312039.1	2	20150227	869311	Streptococcus pneumoniae SPN032672 draft
FQ312042.1	2	20150227	869312	Streptococcus pneumoniae SPN033038 draft
FQ312045.1	4	20150227	869303	Streptococcus pneumoniae SPN034156 draft
FQ312043.1	4	20150227	869304	Streptococcus pneumoniae SPN034183 draft
FQ312041.2	5	20150227	869306	Streptococcus pneumoniae SPN994038 draft
FQ312044.2	4	20150227	869307	Streptococcus pneumoniae SPN994039 draft
HE983624.1	2	20150227	869309	Streptococcus pneumoniae SPNA45
CP003357.1	6	20140515	1130804	Streptococcus pneumoniae ST556
CP000921.1	6	20140515	487213	Streptococcus pneumoniae Taiwan19F-14
CP001993.1	6	20130901	525381	Streptococcus pneumoniae TCH8431/19A
AE005672.3	8	20140515	170187	Streptococcus pneumoniae TIGR4
CP002925.1	6	20140501	1054460	Streptococcus pseudopneumoniae IS7493
CP007240.1	1	20141021	1314	Streptococcus pyogenes strain 7F7
CP007241.1	1	20141106	1314	Streptococcus pyogenes strain 1E1
CP008695.1	1	20140923	1314	Streptococcus pyogenes strain M23ND
CP009612.1	1	20141106	1314	Streptococcus pyogenes strain HKU360
CP003901.1	5	20140515	1235829	Streptococcus pyogenes A20
CP003068.1	4	20140515	487215	Streptococcus pyogenes Alab49
CP006366.1	2	20130821	1336746	Streptococcus pyogenes HSC5
AP012335.1	1	20150409	1150773	Streptococcus pyogenes JRS4
AP012491.2	4	20130703	1207470	Streptococcus pyogenes M1 476
AE004092.2	5	20140402	160490	Streptococcus pyogenes M1 GAS
AE014074.1	7	20140515	198466	Streptococcus pyogenes MGAS315
CP003121.1	6	20140515	1010840	Streptococcus pyogenes MGAS1882
CP000261.1	12	20140515	370553	Streptococcus pyogenes MGAS2096
CP000017.2	11	20140430	293653	Streptococcus pyogenes MGAS5005
CP000056.1	8	20140515	319701	Streptococcus pyogenes MGAS6180
AE009949.1	7	20140515	186103	Streptococcus pyogenes MGAS8232
CP000259.1	12	20140515	370551	Streptococcus pyogenes MGAS9429
CP000260.1	12	20140515	370552	Streptococcus pyogenes MGAS10270
CP000003.1	8	20140515	286636	Streptococcus pyogenes MGAS10394
CP000262.1	12	20140515	370554	Streptococcus pyogenes MGAS10750
CP003116.1	6	20140515	798300	Streptococcus pyogenes MGAS15252
CP000829.1	6	20140516	471876	Streptococcus pyogenes NZ131
BA000034.2	5	20070519	193567	Streptococcus pyogenes SSI-1
CP007024.1	2	20141002	1440772	Streptococcus pyogenes STAB901
CP007041.1	2	20141002	1437007	Streptococcus pyogenes STAB902
AM295007.1	6	20150206	160491	Streptococcus pyogenes str. Manfredo
CP002888.1	4	20140515	1046629	Streptococcus salivarius 57.I
FR873481.1	3	20150227	1048332	Streptococcus salivarius CCHSS3
FR873482.1	4	20150227	347253	Streptococcus salivarius JIM8777
CP000387.1	6	20140515	388919	Streptococcus sanguinis SK36
CP006805.1	2	20131216	1156431	Streptococcus sp. I-G2
CP006776.1	2	20131216	1156433	Streptococcus sp. I-P16
CP007628.2	2	20150327	1419814	Streptococcus sp. VT 162
CP002007.1	2	20140114	672190	Streptococcus suis 05HAS68
CP000407.1	4	20140515	391295	Streptococcus suis 05ZYH33
CP000408.1	4	20140515	391296	Streptococcus suis 98HAH33
CP008921.1	3	20140910	1214179	Streptococcus suis 6407
CP002570.1	4	20140515	993512	Streptococcus suis A7
FM252032.1	5	20150227	568814	Streptococcus suis BM407
CP002641.1	5	20140515	1005042	Streptococcus suis D9
CP002644.1	5	20140515	1004952	Streptococcus suis D12
CP000837.1	4	20140515	423211	Streptococcus suis GZ1
CP002465.1	5	20140515	945704	Streptococcus suis JS14
AM946016.1	3	20150227	218494	Streptococcus suis P1/7
CP003736.1	5	20140515	1184252	Streptococcus suis S735
FM252031.1	3	20150227	568813	Streptococcus suis SC84
CP003922.1	3	20140320	1246365	Streptococcus suis SC070731
CP002640.1	5	20140515	1005041	Streptococcus suis SS12
CP002651.1	5	20140515	1004951	Streptococcus suis ST1
CP002633.1	5	20140515	1007064	Streptococcus suis ST3
CP006246.1	5	20140515	1340847	Streptococcus suis T15
CP003993.1	7	20140515	1276647	Streptococcus suis TL13
CP006645.1	5	20140516	1380773	Streptococcus suis YB51
CP011217.1	1	20150415	1308	Streptococcus thermophilus strain SMQ-301
CP006819.1	2	20140613	1408178	Streptococcus thermophilus ASCC 1275
CP000024.1	6	20140131	299768	Streptococcus thermophilus CNRZ1066
FR875178.1	2	20150227	1051074	Streptococcus thermophilus JIM 8232
CP000419.1	9	20140515	322159	Streptococcus thermophilus LMD-9
CP000023.1	9	20140515	264199	Streptococcus thermophilus LMG 18311
CP003499.1	5	20140515	1187956	Streptococcus thermophilus MN-ZLW-002
CP002340.1	6	20140515	767463	Streptococcus thermophilus ND03
AM946015.1	3	20150227	218495	Streptococcus uberis 0140J
CP007574.1	2	20140620	68570	Streptomyces albulus strain NK660
CP006871.1	1	20150327	1434306	Streptomyces albulus ZPM
CP010519.1	1	20150122	1888	Streptomyces albus strain DSM 41398
CP004370.1	5	20140515	457425	Streptomyces albus J1074
BA000030.3	9	20150206	227882	Streptomyces avermitilis MA-4680 = NBRC 14893
CP002047.1	7	20140515	749414	Streptomyces bingchenggensis BCW-1
FQ859185.1	3	20150227	1003195	Streptomyces cattleya NRRL 8057 = DSM 46488
CP003219.1	6	20150118	1003195	Streptomyces cattleya NRRL 8057 = DSM 46488
CM000913.1	1	20100421	443255	Streptomyces clavuligerus ATCC 27064
AL645882.2	6	20150206	1902	Streptomyces coelicolor
CP006259.1	4	20140516	1214242	Streptomyces collinus Tu 365
HE971709.1	3	20150227	1214101	Streptomyces davawensis JCM 4913
CP005080.1	5	20150219	1303692	Streptomyces fulvissimus DSM 40593
CP009438.1	1	20141002	1907	Streptomyces glaucescens strain GLA.O
AP009493.1	2	20080414	455632	Streptomyces griseus subsp. griseus NBRC 13350
CP003275.1	7	20140515	1133850	Streptomyces hygroscopicus subsp. jinggangensis 5008
CP003720.1	4	20140515	1203460	Streptomyces hygroscopicus subsp. jinggangensis TL01
CP009124.1	1	20140815	457428	Streptomyces lividans TK24
CP002475.1	3	20140513	591167	Streptomyces pratensis ATCC 33331
FN554889.1	4	20150227	680198	Streptomyces scabiei 87.22
CP003987.1	1	20150108	1262452	Streptomyces sp. 769
CP003990.1	3	20131216	1265601	Streptomyces sp. PAMC26508
CP002993.1	5	20140515	862751	Streptomyces sp. SirexAA-E
FR845719.1	4	20150227	953739	Streptomyces venezuelae ATCC 10712
CP010407.1	1	20150131	362257	Streptomyces vietnamensis strain GIM4.0001
CP002994.1	2	20111010	653045	Streptomyces violaceusniger Tu 4113
CP001814.1	6	20150118	479432	Streptosporangium roseum DSM 43021
CP003179.1	4	20150219	679936	Sulfobacillus acidophilus DSM 10332
CP002901.1	5	20140515	1051632	Sulfobacillus acidophilus TPY
AP013066.1	3	20141103	1163617	Sulfuricella denitrificans skB26
CP002355.1	3	20130403	709032	Sulfuricurvum kujiense DSM 16994
CP001229.1	4	20140515	204536	Sulfurihydrogenibium azorense Az-Fu1
CP001080.1	4	20140515	436114	Sulfurihydrogenibium sp. YO3AOP1
CP002205.1	4	20140807	563040	Sulfurimonas autotrophica DSM 16294
CP000153.1	11	20140515	326298	Sulfurimonas denitrificans DSM 1251
AP012547.1	2	20140515	1223802	Sulfuritalea hydrogenivorans sk43H
CP003333.1	2	20130718	760154	Sulfurospirillum barnesii SES-3
AP014724.1	1	20150218	366522	Sulfurospirillum cavolei
CP001816.1	4	20140515	525898	Sulfurospirillum deleyianum DSM 6946
CP007201.1	6	20150430	1150621	Sulfurospirillum multivorans DSM 12446
AP014723.1	1	20150218	1581011	Sulfurospirillum sp. UCH001
AP009179.1	5	20090531	387093	Sulfurovum sp. NBC37-1
AP006840.1	9	20080118	292459	Symbiobacterium thermophilum IAM 14863
AP014521.1	1	20140922	1410383	Symbiont bacterium UwTKB of Urostylis westwoodii
AP008231.1	8	20080904	269084	Synechococcus elongatus PCC 6301
CP000100.1	7	20140515	1140	Synechococcus elongatus PCC 7942
CP000435.1	12	20140515	64471	Synechococcus sp. CC9311
CP000110.1	7	20140515	110662	Synechococcus sp. CC9605
CP000097.1	8	20140515	316279	Synechococcus sp. CC9902
CP000240.1	11	20140515	321332	Synechococcus sp. JA-2-3B'a(2-13)
CP000239.1	11	20140515	321327	Synechococcus sp. JA-3-3Ab
CP006270.1	1	20140805	585423	Synechococcus sp. KORDI-49
CP006271.1	1	20140805	585425	Synechococcus sp. KORDI-52
CP006269.1	1	20140805	1280380	Synechococcus sp. KORDI-100
CP003558.1	2	20130723	195253	Synechococcus sp. PCC 6312
CP000951.1	2	20131212	32049	Synechococcus sp. PCC 7002
CP003594.1	2	20130723	1173263	Synechococcus sp. PCC 7502
CT978603.1	3	20150227	316278	Synechococcus sp. RCC307
CP006471.1	1	20150113	1350461	Synechococcus sp. UTEX 2973
CT971583.1	3	20150227	32051	Synechococcus sp. WH 7803
BX548020.1	7	20150227	84588	Synechococcus sp. WH 8102
CP006882.1	1	20140110	166314	Synechococcus sp. WH 8109
CP007542.1	3	20141215	1147	Synechocystis sp. PCC 6714
AP012205.1	2	20120105	1148	Synechocystis sp. PCC 6803 DNA, strain: GT-S
BA000022.2	8	20101223	1148	Synechocystis sp. PCC 6803
CP003265.1	4	20140515	1148	Synechocystis sp. PCC 6803
AP012276.1	3	20121109	1080228	Synechocystis sp. PCC 6803 substr. GT-I
AP012277.1	3	20121109	1080229	Synechocystis sp. PCC 6803 substr. PCC-N
AP012278.1	3	20121109	1080230	Synechocystis sp. PCC 6803 substr. PCC-P
CP000925.1	2	20080311	488339	Synthetic Mycoplasma genitalium JCVI-1.0
CP002027.1	3	20100930	766747	Synthetic Mycoplasma mycoides JCVI-syn1.0
CP000478.1	6	20140515	335543	Syntrophobacter fumaroxidans MPOB
CP002547.1	5	20150109	645991	Syntrophobotulus glycolicus DSM 8271
CP000448.1	5	20140226	335541	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
CP002048.1	6	20140515	643648	Syntrophothermus lipocalidus DSM 12680
CP000252.1	9	20140515	56780	Syntrophus aciditrophicus SB
CP003191.1	8	20150502	203275	Tannerella forsythia 92A2
AP013044.1	1	20150416	1307832	Tannerella forsythia 3313
AP013045.1	1	20150416	1307833	Tannerella forsythia KS16
LN614830.1	1	20141021	451	Tatlockia micdadei chromosome
CP003059.1	5	20140515	1008459	Taylorella asinigenitalis MCE3
CP003264.1	3	20140516	743973	Taylorella equigenitalis ATCC 35865
CP002456.1	6	20140515	937774	Taylorella equigenitalis MCE9
HF563609.2	5	20150227	1209989	Tepidanaerobacter acetatoxydans Re1
CP002728.1	3	20120717	1209989	Tepidanaerobacter acetatoxydans Re1
CP001614.2	8	20140515	377629	Teredinibacter turnerae T7901
CP008876.1	1	20140715	586416	Terribacillus aidingensis strain MP602
CP003379.1	3	20150109	926566	Terriglobus roseus DSM 18391
CP002467.1	6	20140515	401053	Terriglobus saanensis SP1PR4
AP012046.1	1	20111002	945021	Tetragenococcus halophilus NBRC 12172
HF680312.1	3	20150227	1298593	Thalassolituus oleivorans MIL-1
CP004388.1	1	20150113	1123366	Thalassospira xiamenensis M-5 = DSM 17429
CP001281.2	10	20140515	85643	Thauera sp. MZ1T
CP003732.1	6	20150118	1089553	Thermacetogenium phaeum DSM 12270
CP002344.1	5	20150109	644966	Thermaerobacter marianensis DSM 12885
CP001818.1	5	20140515	525903	Thermanaerovibrio acidaminovorans DSM 6589
CP002028.1	7	20140515	635013	Thermincola potens JR
CP002466.1	3	20111123	509193	Thermoanaerobacter brockii subsp. finnii Ako-1
CP001936.1	5	20140515	580331	Thermoanaerobacter italicus Ab9
CP009170.1	3	20150324	2325	Thermoanaerobacter kivui strain DSM 2030
CP002032.1	5	20140515	583358	Thermoanaerobacter mathranii subsp. mathranii str. A3
CP000924.1	4	20140515	340099	Thermoanaerobacter pseudethanolicus ATCC 33223
CP002210.1	4	20140102	573062	Thermoanaerobacter sp. X513
CP000923.1	2	20131212	399726	Thermoanaerobacter sp. X514
CP002991.1	4	20140107	697303	Thermoanaerobacter wiegelii Rt8.B1
