"Species_Metadata","MDS_V1","MDS_V2","Description","Bacteria","Target","Phyla","Class","Min_Distance","Min_Name","Groups","Min_Groups"
"Sneathia_sp._Fusobacteria_Fusobacteriales_Other",-8.54835117713554,1.72994173761663,"Sneathia_sp._Fusobacteria_Fusobacteriales_Other","S. sp.","Other","Fusobacteria","Fusobacteriales",34.44547,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Snodgrassella_alvi_Proteobacteria_Betaproteobacteria_Other",19.4395860926296,-7.29298073564132,"Snodgrassella_alvi_Proteobacteria_Betaproteobacteria_Other","S. alvi","Other","Proteobacteria","Betaproteobacteria",23.54266,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Sodalis_glossinidius_Proteobacteria_Gammaproteobacteria_Other",20.2958964932363,-7.87306463447957,"Sodalis_glossinidius_Proteobacteria_Gammaproteobacteria_Other","S. glossinidius","Other","Proteobacteria","Gammaproteobacteria",2.77932,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Sodalis_praecaptivus_Proteobacteria_Gammaproteobacteria_Other",20.3358172239196,-7.89887326387042,"Sodalis_praecaptivus_Proteobacteria_Gammaproteobacteria_Other","S. praecaptivus","Other","Proteobacteria","Gammaproteobacteria",2.82565,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Solibacillus_silvestris_Firmicutes_Bacilli_Other",-11.322528537935,2.9542569393379,"Solibacillus_silvestris_Firmicutes_Bacilli_Other","S. silvestris","Other","Firmicutes","Bacilli",9.3179,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Solitalea_canadensis_Bacteroidetes_Sphingobacteriia_Other",-9.44519910646044,9.23049791741294,"Solitalea_canadensis_Bacteroidetes_Sphingobacteriia_Other","S. canadensis","Other","Bacteroidetes","Sphingobacteriia",22.24844,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Sorangium_cellulosum_Proteobacteria_Deltaproteobacteria_Other",-6.18882870989458,2.48520349908316,"Sorangium_cellulosum_Proteobacteria_Deltaproteobacteria_Other","S. cellulosum","Other","Proteobacteria","Deltaproteobacteria",32.86218,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Sphaerobacter_thermophilus_Chloroflexi_Sphaerobacteridae_Other",-9.90697503846764,-0.0718043839982852,"Sphaerobacter_thermophilus_Chloroflexi_Sphaerobacteridae_Other","S. thermophilus","Other","Chloroflexi","Sphaerobacteridae",30.33359,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Sphaerochaeta_coccoides_Spirochaetes_Spirochaetales_Other",-7.11998235161984,5.07241371858219,"Sphaerochaeta_coccoides_Spirochaetes_Spirochaetales_Other","S. coccoides","Other","Spirochaetes","Spirochaetales",39.61557,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Sphaerochaeta_globosa_Spirochaetes_Spirochaetales_Other",-7.25060192447398,5.09186493749412,"Sphaerochaeta_globosa_Spirochaetes_Spirochaetales_Other","S. globosa","Other","Spirochaetes","Spirochaetales",40.64976,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Sphaerochaeta_pleomorpha_Spirochaetes_Spirochaetales_Other",-7.23433804218342,5.08959737350359,"Sphaerochaeta_pleomorpha_Spirochaetes_Spirochaetales_Other","S. pleomorpha","Other","Spirochaetes","Spirochaetales",40.51997,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Sphingobacterium_sp._Bacteroidetes_Sphingobacteriia_Other",-9.30733260898783,9.10882044303633,"Sphingobacterium_sp._Bacteroidetes_Sphingobacteriia_Other","S. sp.","Other","Bacteroidetes","Sphingobacteriia",22.16162,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Sphingobium_chlorophenolicum_Proteobacteria_Alphaproteobacteria_Other",9.84947246961636,19.3279241565679,"Sphingobium_chlorophenolicum_Proteobacteria_Alphaproteobacteria_Other","S. chlorophenolicum","Other","Proteobacteria","Alphaproteobacteria",38.47892,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingobium_japonicum_Proteobacteria_Alphaproteobacteria_Other",9.77465664777665,19.2120831319913,"Sphingobium_japonicum_Proteobacteria_Alphaproteobacteria_Other","S. japonicum","Other","Proteobacteria","Alphaproteobacteria",38.21784,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingobium_sp._Proteobacteria_Alphaproteobacteria_Other",9.7257884430155,19.1346164427638,"Sphingobium_sp._Proteobacteria_Alphaproteobacteria_Other","S. sp.","Other","Proteobacteria","Alphaproteobacteria",38.0501,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingomonas_sanxanigenens_Proteobacteria_Alphaproteobacteria_Other",9.81948514656946,19.2056548374143,"Sphingomonas_sanxanigenens_Proteobacteria_Alphaproteobacteria_Other","S. sanxanigenens","Other","Proteobacteria","Alphaproteobacteria",38.46606,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingomonas_sp._Proteobacteria_Alphaproteobacteria_Other",9.89445613647326,19.3224653963376,"Sphingomonas_sp._Proteobacteria_Alphaproteobacteria_Other","S. sp.","Other","Proteobacteria","Alphaproteobacteria",38.72626,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingomonas_taxi_Proteobacteria_Alphaproteobacteria_Other",10.1351366636512,19.6920122135125,"Sphingomonas_taxi_Proteobacteria_Alphaproteobacteria_Other","S. taxi","Other","Proteobacteria","Alphaproteobacteria",39.57006,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingomonas_wittichii_Proteobacteria_Alphaproteobacteria_Other",9.98763342386126,19.4640532153117,"Sphingomonas_wittichii_Proteobacteria_Alphaproteobacteria_Other","S. wittichii","Other","Proteobacteria","Alphaproteobacteria",39.0552,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingopyxis_alaskensis_Proteobacteria_Alphaproteobacteria_Other",10.099899095193,19.7182846801175,"Sphingopyxis_alaskensis_Proteobacteria_Alphaproteobacteria_Other","S. alaskensis","Other","Proteobacteria","Alphaproteobacteria",39.34874,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Sphingopyxis_sp._Proteobacteria_Alphaproteobacteria_Other",10.1794244076953,19.8415734105892,"Sphingopyxis_sp._Proteobacteria_Alphaproteobacteria_Other","S. sp.","Other","Proteobacteria","Alphaproteobacteria",39.62601,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Spiribacter_sp._Proteobacteria_Gammaproteobacteria_Other",17.5732499475702,-5.89453590839926,"Spiribacter_sp._Proteobacteria_Gammaproteobacteria_Other","S. sp.","Other","Proteobacteria","Gammaproteobacteria",19.1462,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Spirochaeta_africana_Spirochaetes_Spirochaetales_Other",-7.05541896106311,5.08899942313442,"Spirochaeta_africana_Spirochaetes_Spirochaetales_Other","S. africana","Other","Spirochaetes","Spirochaetales",38.46238,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Spirochaeta_smaragdinae_Spirochaetes_Spirochaetales_Other",-7.34756410918318,5.38328559436719,"Spirochaeta_smaragdinae_Spirochaetes_Spirochaetales_Other","S. smaragdinae","Other","Spirochaetes","Spirochaetales",38.56265,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Spirochaeta_thermophila_Spirochaetes_Spirochaetales_Other",-7.12396634074098,5.34430231313634,"Spirochaeta_thermophila_Spirochaetes_Spirochaetales_Other","S. thermophila","Other","Spirochaetes","Spirochaetales",37.32176,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Spiroplasma_mirum_Tenericutes_Mollicutes_Other",-13.4406651130549,2.88594259053618,"Spiroplasma_mirum_Tenericutes_Mollicutes_Other","S. mirum","Other","Tenericutes","Mollicutes",24.88901,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Spiroplasma_syrphidicola_Tenericutes_Mollicutes_Other",-13.3929749962531,2.89014556414834,"Spiroplasma_syrphidicola_Tenericutes_Mollicutes_Other","S. syrphidicola","Other","Tenericutes","Mollicutes",24.71871,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Spirosoma_linguale_Bacteroidetes_Cytophagia_Other",-9.06605657163233,8.78383953855547,"Spirosoma_linguale_Bacteroidetes_Cytophagia_Other","S. linguale","Other","Bacteroidetes","Cytophagia",24.26494,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Spirosoma_radiotolerans_Bacteroidetes_Cytophagia_Other",-9.09786002985436,8.80630490224224,"Spirosoma_radiotolerans_Bacteroidetes_Cytophagia_Other","S. radiotolerans","Other","Bacteroidetes","Cytophagia",24.43783,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Stackebrandtia_nassauensis_Actinobacteria_Glycomycetales_Other",-15.4945557149208,-12.7935028192743,"Stackebrandtia_nassauensis_Actinobacteria_Glycomycetales_Other","S. nassauensis","Other","Actinobacteria","Glycomycetales",16.19312,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Stanieria_cyanosphaera_Cyanobacteria_Pleurocapsales_Other",-7.93577506995476,-2.22034423471054,"Stanieria_cyanosphaera_Cyanobacteria_Pleurocapsales_Other","S. cyanosphaera","Other","Cyanobacteria","Pleurocapsales",29.50958,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Staphylococcus_aureus_Firmicutes_Bacilli_Structural",-10.3017474393291,3.58173617375243,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","S. aureus","Structural","Firmicutes","Bacilli",0,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_carnosus_Firmicutes_Bacilli_Other",-9.30463778674517,3.28252914723681,"Staphylococcus_carnosus_Firmicutes_Bacilli_Other","S. carnosus","Other","Firmicutes","Bacilli",4.55101,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_epidermidis_Firmicutes_Bacilli_Pathogenic",-9.32032652469425,3.28617932249894,"Staphylococcus_epidermidis_Firmicutes_Bacilli_Pathogenic","S. epidermidis","Pathogenic","Firmicutes","Bacilli",3.21517,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_haemolyticus_Firmicutes_Bacilli_Other",-9.28913000937222,3.2878795397369,"Staphylococcus_haemolyticus_Firmicutes_Bacilli_Other","S. haemolyticus","Other","Firmicutes","Bacilli",3.25445,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_hyicus_Firmicutes_Bacilli_Other",-10.3130498618922,3.58117288060069,"Staphylococcus_hyicus_Firmicutes_Bacilli_Other","S. hyicus","Other","Firmicutes","Bacilli",2.17302,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_lugdunensis_Firmicutes_Bacilli_Other",-9.30768708172,3.28675489291302,"Staphylococcus_lugdunensis_Firmicutes_Bacilli_Other","S. lugdunensis","Other","Firmicutes","Bacilli",3.371,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_pasteuri_Firmicutes_Bacilli_Other",-9.30869762200432,3.28685628166166,"Staphylococcus_pasteuri_Firmicutes_Bacilli_Other","S. pasteuri","Other","Firmicutes","Bacilli",3.1269,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_pseudintermedius_Firmicutes_Bacilli_Other",-10.3235556443915,3.58105802944374,"Staphylococcus_pseudintermedius_Firmicutes_Bacilli_Other","S. pseudintermedius","Other","Firmicutes","Bacilli",2.36017,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_saprophyticus_Firmicutes_Bacilli_Other",-9.48664946588555,3.27665164833232,"Staphylococcus_saprophyticus_Firmicutes_Bacilli_Other","S. saprophyticus","Other","Firmicutes","Bacilli",4.64985,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_warneri_Firmicutes_Bacilli_Other",-9.30794614514063,3.2868987731098,"Staphylococcus_warneri_Firmicutes_Bacilli_Other","S. warneri","Other","Firmicutes","Bacilli",3.12378,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Staphylococcus_xylosus_Firmicutes_Bacilli_Other",-9.49159192551033,3.27637215716964,"Staphylococcus_xylosus_Firmicutes_Bacilli_Other","S. xylosus","Other","Firmicutes","Bacilli",4.67037,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Starkeya_novella_Proteobacteria_Alphaproteobacteria_Other",9.24879948421051,20.5576666453344,"Starkeya_novella_Proteobacteria_Alphaproteobacteria_Other","S. novella","Other","Proteobacteria","Alphaproteobacteria",36.83572,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Stenotrophomonas_maltophilia_Proteobacteria_Gammaproteobacteria_Other",21.9881871263745,-8.01680929535982,"Stenotrophomonas_maltophilia_Proteobacteria_Gammaproteobacteria_Other","S. maltophilia","Other","Proteobacteria","Gammaproteobacteria",20.30282,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Stigmatella_aurantiaca_Proteobacteria_Deltaproteobacteria_Other",-4.15322274372997,3.57894565518785,"Stigmatella_aurantiaca_Proteobacteria_Deltaproteobacteria_Other","S. aurantiaca","Other","Proteobacteria","Deltaproteobacteria",32.15923,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Streptobacillus_moniliformis_Fusobacteria_Fusobacteriales_Other",-8.4832928346737,1.73138766941045,"Streptobacillus_moniliformis_Fusobacteria_Fusobacteriales_Other","S. moniliformis","Other","Fusobacteria","Fusobacteriales",33.96413,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Others","Others"
"Streptococcus_agalactiae_Firmicutes_Bacilli_Other",-12.065679561897,3.02636757917757,"Streptococcus_agalactiae_Firmicutes_Bacilli_Other","S. agalactiae","Other","Firmicutes","Bacilli",9.73087,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_anginosus_Firmicutes_Bacilli_Other",-12.0831779780359,3.02413617008449,"Streptococcus_anginosus_Firmicutes_Bacilli_Other","S. anginosus","Other","Firmicutes","Bacilli",9.5881,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_constellatus_Firmicutes_Bacilli_Other",-12.0438327465084,3.02529151324036,"Streptococcus_constellatus_Firmicutes_Bacilli_Other","S. constellatus","Other","Firmicutes","Bacilli",9.45935,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_dysgalactiae_Firmicutes_Bacilli_Other",-12.0877072571919,3.02605951616722,"Streptococcus_dysgalactiae_Firmicutes_Bacilli_Other","S. dysgalactiae","Other","Firmicutes","Bacilli",9.80119,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_equi_Firmicutes_Bacilli_Other",-10.5913726390889,3.56374782746597,"Streptococcus_equi_Firmicutes_Bacilli_Other","S. equi","Other","Firmicutes","Bacilli",8.04089,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_gallolyticus_Firmicutes_Bacilli_Other",-12.0022855883984,3.02656993732592,"Streptococcus_gallolyticus_Firmicutes_Bacilli_Other","S. gallolyticus","Other","Firmicutes","Bacilli",9.32333,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_gordonii_Firmicutes_Bacilli_Other",-12.0458555183213,3.02525405165113,"Streptococcus_gordonii_Firmicutes_Bacilli_Other","S. gordonii","Other","Firmicutes","Bacilli",9.46586,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_iniae_Firmicutes_Bacilli_Other",-12.1519743510741,3.02436092192546,"Streptococcus_iniae_Firmicutes_Bacilli_Other","S. iniae","Other","Firmicutes","Bacilli",10.01046,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_intermedius_Firmicutes_Bacilli_Other",-12.0615179101226,3.02478594290394,"Streptococcus_intermedius_Firmicutes_Bacilli_Other","S. intermedius","Other","Firmicutes","Bacilli",9.51712,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_lutetiensis_Firmicutes_Bacilli_Other",-12.0274146829317,3.02587561243702,"Streptococcus_lutetiensis_Firmicutes_Bacilli_Other","S. lutetiensis","Other","Firmicutes","Bacilli",9.40532,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_macedonicus_Firmicutes_Bacilli_Other",-12.0502309732933,3.02523937352858,"Streptococcus_macedonicus_Firmicutes_Bacilli_Other","S. macedonicus","Other","Firmicutes","Bacilli",9.47981,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_mitis_Firmicutes_Bacilli_Other",-12.1266386056913,3.02353470448439,"Streptococcus_mitis_Firmicutes_Bacilli_Other","S. mitis","Other","Firmicutes","Bacilli",9.72673,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_mutans_Firmicutes_Bacilli_Other",-12.1457446505454,3.02406596896673,"Streptococcus_mutans_Firmicutes_Bacilli_Other","S. mutans","Other","Firmicutes","Bacilli",9.99251,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_oligofermentans_Firmicutes_Bacilli_Other",-12.0911750797356,3.02425539055764,"Streptococcus_oligofermentans_Firmicutes_Bacilli_Other","S. oligofermentans","Other","Firmicutes","Bacilli",9.61238,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_oralis_Firmicutes_Bacilli_Other",-12.11460553859,3.02384221424367,"Streptococcus_oralis_Firmicutes_Bacilli_Other","S. oralis","Other","Firmicutes","Bacilli",9.68762,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_parasanguinis_Firmicutes_Bacilli_Other",-12.1886040873731,3.02181268588109,"Streptococcus_parasanguinis_Firmicutes_Bacilli_Other","S. parasanguinis","Other","Firmicutes","Bacilli",9.92886,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_parauberis_Firmicutes_Bacilli_Other",-10.6632175407389,3.56462685866994,"Streptococcus_parauberis_Firmicutes_Bacilli_Other","S. parauberis","Other","Firmicutes","Bacilli",8.31071,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_pasteurianus_Firmicutes_Bacilli_Other",-10.4782707620174,3.5605762442568,"Streptococcus_pasteurianus_Firmicutes_Bacilli_Other","S. pasteurianus","Other","Firmicutes","Bacilli",7.42043,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_pneumoniae_Firmicutes_Bacilli_Pathogenic",-10.5866060804863,3.62827832663184,"Streptococcus_pneumoniae_Firmicutes_Bacilli_Pathogenic","S. pneumoniae","Pathogenic","Firmicutes","Bacilli",8.24072,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_pseudopneumoniae_Firmicutes_Bacilli_Other",-10.5809622673263,3.62817152728562,"Streptococcus_pseudopneumoniae_Firmicutes_Bacilli_Other","S. pseudopneumoniae","Other","Firmicutes","Bacilli",8.21947,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_salivarius_Firmicutes_Bacilli_Other",-12.1135684281962,3.02544157150775,"Streptococcus_salivarius_Firmicutes_Bacilli_Other","S. salivarius","Other","Firmicutes","Bacilli",9.88477,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_sanguinis_Firmicutes_Bacilli_Other",-12.067712340807,3.02484668272972,"Streptococcus_sanguinis_Firmicutes_Bacilli_Other","S. sanguinis","Other","Firmicutes","Bacilli",9.53612,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_sp._Firmicutes_Bacilli_Other",-12.1180473807187,3.0236671352661,"Streptococcus_sp._Firmicutes_Bacilli_Other","S. sp.","Other","Firmicutes","Bacilli",9.69925,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_suis_Firmicutes_Bacilli_Other",-12.3034888329535,3.02056202637017,"Streptococcus_suis_Firmicutes_Bacilli_Other","S. suis","Other","Firmicutes","Bacilli",10.50211,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_thermophilus_Firmicutes_Bacilli_Other",-12.1514717513322,3.02428439446813,"Streptococcus_thermophilus_Firmicutes_Bacilli_Other","S. thermophilus","Other","Firmicutes","Bacilli",10.00908,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptococcus_uberis_Firmicutes_Bacilli_Other",-10.6633064762408,3.56456776914014,"Streptococcus_uberis_Firmicutes_Bacilli_Other","S. uberis","Other","Firmicutes","Bacilli",8.3115,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Streptomyces_albulus_Actinobacteria_Streptomycetales_Other",-16.1140942512959,-12.8508836917401,"Streptomyces_albulus_Actinobacteria_Streptomycetales_Other","S. albulus","Other","Actinobacteria","Streptomycetales",15.51285,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_albus_Actinobacteria_Streptomycetales_Other",-16.0010691899951,-12.704066574492,"Streptomyces_albus_Actinobacteria_Streptomycetales_Other","S. albus","Other","Actinobacteria","Streptomycetales",15.25526,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_avermitilis_Actinobacteria_Streptomycetales_Other",-16.0376733787803,-12.7512570484759,"Streptomyces_avermitilis_Actinobacteria_Streptomycetales_Other","S. avermitilis","Other","Actinobacteria","Streptomycetales",15.33492,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_bingchenggensis_Actinobacteria_Streptomycetales_Other",-15.915197072543,-12.5970141340586,"Streptomyces_bingchenggensis_Actinobacteria_Streptomycetales_Other","S. bingchenggensis","Other","Actinobacteria","Streptomycetales",15.02757,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_cattleya_Actinobacteria_Streptomycetales_Other",-15.9448284650387,-12.6345478517385,"Streptomyces_cattleya_Actinobacteria_Streptomycetales_Other","S. cattleya","Other","Actinobacteria","Streptomycetales",15.14686,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_collinus_Actinobacteria_Streptomycetales_Other",-15.9769834080417,-12.6763094191583,"Streptomyces_collinus_Actinobacteria_Streptomycetales_Other","S. collinus","Other","Actinobacteria","Streptomycetales",15.17966,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_davawensis_Actinobacteria_Streptomycetales_Other",-15.9949317013751,-12.6993977854814,"Streptomyces_davawensis_Actinobacteria_Streptomycetales_Other","S. davawensis","Other","Actinobacteria","Streptomycetales",15.21914,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_fulvissimus_Actinobacteria_Streptomycetales_Other",-16.2380399634681,-13.0068047830524,"Streptomyces_fulvissimus_Actinobacteria_Streptomycetales_Other","S. fulvissimus","Other","Actinobacteria","Streptomycetales",15.8251,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_glaucescens_Actinobacteria_Streptomycetales_Other",-16.0446687568138,-12.7631088938831,"Streptomyces_glaucescens_Actinobacteria_Streptomycetales_Other","S. glaucescens","Other","Actinobacteria","Streptomycetales",15.33069,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_griseus_Actinobacteria_Streptomycetales_Other",-16.1783901832767,-12.9302508729833,"Streptomyces_griseus_Actinobacteria_Streptomycetales_Other","S. griseus","Other","Actinobacteria","Streptomycetales",15.69248,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_hygroscopicus_Actinobacteria_Streptomycetales_Other",-16.0307638985404,-12.7453570049399,"Streptomyces_hygroscopicus_Actinobacteria_Streptomycetales_Other","S. hygroscopicus","Other","Actinobacteria","Streptomycetales",15.29905,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Streptomyces_lividans_Actinobacteria_Streptomycetales_Other",-16.0425626998952,-12.7604273123208,"Streptomyces_lividans_Actinobacteria_Streptomycetales_Other","S. lividans","Other","Actinobacteria","Streptomycetales",15.32585,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
